frame,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
0,0.18854716420173645,0.32208770513534546,-0.05213351175189018,0.9994491934776306,0.16955889761447906,0.3000966012477875,-0.08591652661561966,0.9993842840194702,0.16970707476139069,0.29513368010520935,-0.08602102845907211,0.9993898868560791,0.1698528379201889,0.2896191477775574,-0.08602403104305267,0.9995282888412476,0.1688443273305893,0.30253222584724426,-0.03404322639107704,0.999434769153595,0.16845981776714325,0.29908278584480286,-0.03408099710941315,0.9993942975997925,0.16812099516391754,0.29528164863586426,-0.034178510308265686,0.9996150732040405,0.1829995959997177,0.23570437729358673,-0.15665030479431152,0.9990037083625793,0.18134698271751404,0.24268703162670135,0.07299061119556427,0.9994567036628723,0.20903125405311584,0.3124767541885376,-0.07239173352718353,0.9992068409919739,0.2099635750055313,0.3175033628940582,-0.004611404146999121,0.9986897110939026,0.2695658504962921,0.2161368429660797,-0.2531980276107788,0.9991445541381836,0.3043749928474426,0.23144590854644775,0.2329263836145401,0.9966970682144165,0.28049591183662415,0.5026955604553223,-0.35081860423088074,0.9896745085716248,0.3540697395801544,0.44636306166648865,0.31793567538261414,0.42284929752349854,0.25345122814178467,0.7775288224220276,-0.3246895670890808,0.9820079207420349,0.34007740020751953,0.6639012098312378,0.2157171070575714,0.4897930324077606,0.2183808535337448,0.7901201844215393,-0.3810209631919861,0.9708554148674011,0.30887362360954285,0.6658011078834534,0.2177603393793106,0.4658035635948181,0.2149042934179306,0.7790351510047913,-0.33920398354530334,0.9645429849624634,0.30522072315216064,0.6720677614212036,0.16329683363437653,0.4677920937538147,0.22706037759780884,0.7747501730918884,-0.3093157112598419,0.95082026720047,0.31512439250946045,0.6804667711257935,0.18897485733032227,0.48309552669525146,0.5746816992759705,0.24440157413482666,-0.12399904429912567,0.9971043467521667,0.5724278688430786,0.2774229943752289,0.12396122515201569,0.9908322691917419,0.7538610100746155,0.4368250072002411,-0.11505419760942459,0.9079760313034058,0.7506396770477295,0.447685182094574,0.11121781915426254,0.2935211956501007,0.937690019607544,0.5680572390556335,-0.05450275167822838,0.8961935043334961,0.9271694421768188,0.5619445443153381,0.15867847204208374,0.39442187547683716,0.9724782109260559,0.5652520060539246,-0.05541051924228668,0.8987298011779785,0.9619926810264587,0.5548835396766663,0.16087405383586884,0.5262683629989624,0.9252229928970337,0.7272414565086365,-0.1644933968782425,0.8212827444076538,0.9212769865989685,0.718484103679657,0.052692268043756485,0.5273271203041077
1,0.18594738841056824,0.32545730471611023,-0.037799589335918427,0.9994820356369019,0.16624757647514343,0.3014668822288513,-0.07090988755226135,0.9994165301322937,0.16635508835315704,0.29610633850097656,-0.07101257145404816,0.9994213581085205,0.16654923558235168,0.2902989983558655,-0.0709843635559082,0.9995521306991577,0.16565610468387604,0.30454593896865845,-0.024526281282305717,0.9994627237319946,0.1653478890657425,0.3011528253555298,-0.02456292323768139,0.9994255900382996,0.16517680883407593,0.2972715497016907,-0.0246657095849514,0.9996362328529358,0.1803099364042282,0.24000303447246552,-0.1480173021554947,0.9990538358688354,0.17890889942646027,0.24729789793491364,0.06494360417127609,0.999488115310669,0.20715314149856567,0.31450754404067993,-0.06039142236113548,0.9992517828941345,0.20756976306438446,0.3200955092906952,0.0006467624916695058,0.9987652897834778,0.2689981460571289,0.2172587364912033,-0.23833532631397247,0.9991864562034607,0.3042217195034027,0.22037386894226074,0.19960005581378937,0.9968843460083008,0.285479336977005,0.5014362335205078,-0.309000700712204,0.9899600148200989,0.353994220495224,0.44183632731437683,0.2748302221298218,0.4319389760494232,0.25884339213371277,0.7747876644134521,-0.29562538862228394,0.9825928211212158,0.34190043807029724,0.6629948616027832,0.20082716643810272,0.5041020512580872,0.22276172041893005,0.788588285446167,-0.3449000120162964,0.9718211889266968,0.3144666254520416,0.6618275046348572,0.20344552397727966,0.4775538146495819,0.219569593667984,0.7759501934051514,-0.30567666888237,0.9657555818557739,0.31196969747543335,0.6706594228744507,0.1496109515428543,0.47963082790374756,0.2345273345708847,0.7709468007087708,-0.2807437777519226,0.952642023563385,0.3202957808971405,0.6788942217826843,0.17520751059055328,0.49599817395210266,0.5771905183792114,0.25854504108428955,-0.11152489483356476,0.9970734715461731,0.5727938413619995,0.2897702753543854,0.11151837557554245,0.9909986853599548,0.7539310455322266,0.4374789893627167,-0.05199120566248894,0.9102469086647034,0.7504920363426208,0.4465005099773407,0.11165390908718109,0.29301631450653076,0.9339941143989563,0.5704677700996399,0.03660842031240463,0.8964671492576599,0.9218173623085022,0.5593441724777222,0.17433610558509827,0.39575034379959106,0.9723489284515381,0.5697028636932373,0.03844868391752243,0.8992636203765869,0.960399866104126,0.5548987984657288,0.1781926304101944,0.534102201461792,0.921901285648346,0.7273576259613037,-0.0590970553457737,0.8227843046188354,0.9123431444168091,0.7138319611549377,0.08256744593381882,0.531267523765564
2,0.18051062524318695,0.3419063985347748,-0.03177785500884056,0.9995073080062866,0.16145703196525574,0.3121807277202606,-0.06351716816425323,0.9994401335716248,0.16163596510887146,0.30582910776138306,-0.0636143758893013,0.9994456768035889,0.16198797523975372,0.2992812395095825,-0.06358415633440018,0.9995705485343933,0.16106586158275604,0.3169223964214325,-0.01753782108426094,0.999481737613678,0.16091637313365936,0.3135415017604828,-0.01757015474140644,0.999447762966156,0.16092051565647125,0.3094096779823303,-0.01767108216881752,0.9996495246887207,0.1760258823633194,0.2558070421218872,-0.13978271186351776,0.9990927577018738,0.17436479032039642,0.26410794258117676,0.06542915105819702,0.9995049834251404,0.20210401713848114,0.3288591802120209,-0.05454012006521225,0.9992860555648804,0.20200571417808533,0.3355642259120941,0.005320773459970951,0.9988164305686951,0.268557071685791,0.2339066118001938,-0.23762725293636322,0.9992350935935974,0.30012357234954834,0.22714489698410034,0.20571213960647583,0.9970182180404663,0.29434266686439514,0.5005073547363281,-0.3045101761817932,0.990410327911377,0.3540196716785431,0.44193780422210693,0.2822032570838928,0.43543097376823425,0.26241767406463623,0.7715041041374207,-0.2961169183254242,0.9837175011634827,0.3431733548641205,0.6577023863792419,0.20246437191963196,0.5183159112930298,0.2259954959154129,0.788334846496582,-0.3468623757362366,0.973616898059845,0.3173888623714447,0.6532562971115112,0.20466364920139313,0.4896105229854584,0.22301404178142548,0.7746370434761047,-0.31048354506492615,0.9679694771766663,0.3148774206638336,0.6632250547409058,0.15122313797473907,0.49112311005592346,0.23822760581970215,0.7688286900520325,-0.28198543190956116,0.955637514591217,0.3224334716796875,0.6718000769615173,0.17681334912776947,0.5076442956924438,0.5771538615226746,0.27656450867652893,-0.11203809082508087,0.9970235824584961,0.5725993514060974,0.3073515295982361,0.11203021556138992,0.991020143032074,0.7547315359115601,0.44775062799453735,-0.0519263818860054,0.9119570255279541,0.7510071992874146,0.45191681385040283,0.11466334760189056,0.29040512442588806,0.9355141520500183,0.5762499570846558,0.02692411094903946,0.8958060145378113,0.9220433831214905,0.5593646168708801,0.17844556272029877,0.39253175258636475,0.974537193775177,0.5770025253295898,0.027522914111614227,0.8994430899620056,0.9603905081748962,0.5561452507972717,0.1817634403705597,0.5370170474052429,0.9231349229812622,0.7322602272033691,-0.07445982843637466,0.8232506513595581,0.9116182923316956,0.713934063911438,0.08890341967344284,0.5323492884635925
3,0.1717941015958786,0.37382611632347107,-0.011396539397537708,0.999539315700531,0.15540069341659546,0.3444044291973114,-0.04291349649429321,0.999474287033081,0.15564773976802826,0.3381163775920868,-0.04301917552947998,0.9994794130325317,0.15600404143333435,0.33120647072792053,-0.043003812432289124,0.9995971322059631,0.1551130712032318,0.34760555624961853,0.0028467264492064714,0.9995121359825134,0.155007466673851,0.34393954277038574,0.002840291941538453,0.9994811415672302,0.15499085187911987,0.3396391272544861,0.0027392678894102573,0.9996708631515503,0.16944947838783264,0.2867189943790436,-0.12275896966457367,0.9991495013237,0.16738873720169067,0.2929956614971161,0.07763002067804337,0.999534010887146,0.19313816726207733,0.3637997806072235,-0.03561059758067131,0.999331533908844,0.19352540373802185,0.36950215697288513,0.02385416440665722,0.9988883137702942,0.2631102502346039,0.26457270979881287,-0.22646255791187286,0.9992929697036743,0.29432952404022217,0.23792171478271484,0.21245963871479034,0.997180700302124,0.2963205575942993,0.5005544424057007,-0.2892165780067444,0.9906921982765198,0.35589638352394104,0.44235366582870483,0.2859438955783844,0.4317651391029358,0.2645329535007477,0.7700115442276001,-0.2850840389728546,0.9846274256706238,0.34644585847854614,0.6556673049926758,0.21335940062999725,0.5267424583435059,0.22808177769184113,0.7883143424987793,-0.3328792154788971,0.9751144647598267,0.31977394223213196,0.649646520614624,0.2158312052488327,0.49625274538993835,0.2239467054605484,0.7746425271034241,-0.2980988621711731,0.9698195457458496,0.31751489639282227,0.657301127910614,0.16662123799324036,0.49693936109542847,0.24011920392513275,0.7684221267700195,-0.2706614136695862,0.9581127762794495,0.3250546157360077,0.6674807071685791,0.18956656754016876,0.5134172439575195,0.5743472576141357,0.29735836386680603,-0.11259417980909348,0.9971301555633545,0.5710169076919556,0.3187439739704132,0.11258719116449356,0.9913582801818848,0.7550837397575378,0.46022412180900574,-0.04513509199023247,0.9140332341194153,0.751006007194519,0.45843979716300964,0.1240914911031723,0.287489116191864,0.9356531500816345,0.5793560743331909,0.034205760806798935,0.8957927227020264,0.9178003072738647,0.5586279034614563,0.19425135850906372,0.38810497522354126,0.976178765296936,0.5776338577270508,0.03474726155400276,0.8990482091903687,0.9583939909934998,0.5552768707275391,0.19812268018722534,0.5394545793533325,0.9231079816818237,0.7335581183433533,-0.06732489913702011,0.8240007758140564,0.905888557434082,0.713933527469635,0.11149653792381287,0.5321046113967896
4,0.16366298496723175,0.4052881896495819,-0.0008655639830976725,0.999552845954895,0.147756889462471,0.37781569361686707,-0.033315107226371765,0.9994860887527466,0.14793388545513153,0.3724955916404724,-0.03340897336602211,0.9994906783103943,0.14835205674171448,0.3665737807750702,-0.03339236602187157,0.9996063113212585,0.14744295179843903,0.3796522915363312,0.013540429063141346,0.9995222687721252,0.1472431719303131,0.37627774477005005,0.013531309552490711,0.9994925856590271,0.14727665483951569,0.37209346890449524,0.013413619250059128,0.9996771812438965,0.1617969572544098,0.32491523027420044,-0.11616138368844986,0.999173104763031,0.160398468375206,0.327896386384964,0.08792726695537567,0.9995412826538086,0.18467098474502563,0.39706021547317505,-0.026073437184095383,0.9993462562561035,0.18507960438728333,0.40042605996131897,0.034651461988687515,0.9989128112792969,0.25661030411720276,0.2982756793498993,-0.22431157529354095,0.9993340969085693,0.2853832542896271,0.25942298769950867,0.22889922559261322,0.9972207546234131,0.2973497807979584,0.5033484101295471,-0.2990843951702118,0.9907733201980591,0.3562528192996979,0.44676026701927185,0.31199684739112854,0.41984856128692627,0.264120876789093,0.7703319787979126,-0.2963953912258148,0.9853392243385315,0.3460291624069214,0.6567826867103577,0.25149476528167725,0.5281385183334351,0.22755545377731323,0.7892569899559021,-0.33487045764923096,0.9763768911361694,0.31965410709381104,0.6500633955001831,0.25630009174346924,0.4975537657737732,0.22203706204891205,0.775405764579773,-0.31091222167015076,0.9714177250862122,0.31710195541381836,0.6572368144989014,0.2096945345401764,0.497402548789978,0.23749838769435883,0.7689223885536194,-0.28329288959503174,0.9602624773979187,0.3238598108291626,0.6678730845451355,0.22890836000442505,0.5133484601974487,0.5680593848228455,0.33712053298950195,-0.11608625948429108,0.9971535205841064,0.568229615688324,0.32598841190338135,0.11608554422855377,0.9914809465408325,0.7550325393676758,0.4809187054634094,-0.05681101232767105,0.9139736294746399,0.7508231997489929,0.4642614722251892,0.12532082200050354,0.27952542901039124,0.9360796213150024,0.5819994807243347,0.018523596227169037,0.8934689164161682,0.9182698130607605,0.5581396222114563,0.19058839976787567,0.37849390506744385,0.9772032499313354,0.5774264931678772,0.018875977024435997,0.8989741206169128,0.9588249921798706,0.5549089908599854,0.19361282885074615,0.5376801490783691,0.9248536825180054,0.7375406622886658,-0.08254045993089676,0.8221075534820557,0.9070410132408142,0.7145853042602539,0.10221319645643234,0.5259655714035034
5,0.15936501324176788,0.43914633989334106,-0.005443536676466465,0.999561071395874,0.14212726056575775,0.4131228029727936,-0.03771726414561272,0.9994909763336182,0.1420464664697647,0.40773433446884155,-0.03781990334391594,0.9994959235191345,0.1422325223684311,0.40154600143432617,-0.0378158763051033,0.9996109008789062,0.14190740883350372,0.41519078612327576,0.01019557099789381,0.9995242953300476,0.14160259068012238,0.411785751581192,0.010187549516558647,0.9994950890541077,0.1415790617465973,0.4076915979385376,0.01007392443716526,0.9996765851974487,0.15474645793437958,0.36070606112480164,-0.11911105364561081,0.9991934299468994,0.15414096415042877,0.36423397064208984,0.09002555906772614,0.9995365142822266,0.1807193160057068,0.4303370416164398,-0.030103662982583046,0.9993595480918884,0.181098073720932,0.43325451016426086,0.031978048384189606,0.9989248514175415,0.2499445378780365,0.3228868246078491,-0.2274731695652008,0.9993773698806763,0.27415287494659424,0.2959822416305542,0.23633207380771637,0.997241735458374,0.30342844128608704,0.5077950358390808,-0.3051500618457794,0.9910212159156799,0.3562445044517517,0.46749967336654663,0.31755590438842773,0.4094926118850708,0.2634682059288025,0.7712400555610657,-0.31523096561431885,0.9861727952957153,0.3438982665538788,0.6638356447219849,0.2432890683412552,0.5289929509162903,0.22496414184570312,0.7926773428916931,-0.35602590441703796,0.9777226448059082,0.31874197721481323,0.6545143127441406,0.24601863324642181,0.49740052223205566,0.21842868626117706,0.7779480218887329,-0.3320516049861908,0.973088264465332,0.3150835335254669,0.6661646366119385,0.19861656427383423,0.4965059161186218,0.23173193633556366,0.7706193923950195,-0.3024648427963257,0.9624314904212952,0.32042196393013,0.6756654381752014,0.21974925696849823,0.5118309855461121,0.5572074055671692,0.3576386272907257,-0.11947570741176605,0.9972001314163208,0.558747410774231,0.34620189666748047,0.1194591373205185,0.9915971159934998,0.7527693510055542,0.49683916568756104,-0.06217269226908684,0.9154965281486511,0.7419841885566711,0.4828161299228668,0.12911130487918854,0.27699270844459534,0.9363808035850525,0.5802236795425415,0.01471913792192936,0.8935257792472839,0.9183090925216675,0.5578495264053345,0.19506216049194336,0.37428849935531616,0.9775344729423523,0.5693686008453369,0.015137502923607826,0.8981453776359558,0.9595202207565308,0.5544722080230713,0.19728754460811615,0.536931037902832,0.9253777265548706,0.7396637201309204,-0.0913604348897934,0.8240523934364319,0.9079018831253052,0.7184438109397888,0.10270393639802933,0.5248649716377258
6,0.15286104381084442,0.4707353711128235,-0.0031475296709686518,0.9995848536491394,0.136138454079628,0.4431438148021698,-0.03320186212658882,0.9995175004005432,0.13612447679042816,0.43738144636154175,-0.03330635279417038,0.9995236992835999,0.13641196489334106,0.4307195842266083,-0.03332060948014259,0.9996322393417358,0.13552360236644745,0.44630467891693115,0.012317951768636703,0.9995445013046265,0.13511045277118683,0.44342637062072754,0.012341117486357689,0.9995171427726746,0.1350371539592743,0.4400516748428345,0.012230737134814262,0.9996875524520874,0.14910370111465454,0.3915548622608185,-0.10989541560411453,0.9992433786392212,0.14876295626163483,0.39873138070106506,0.0901680737733841,0.9995510578155518,0.17471733689308167,0.46375972032546997,-0.02697388082742691,0.9993975162506104,0.17470866441726685,0.46747449040412903,0.032419826835393906,0.9989702701568604,0.24547675251960754,0.3494688868522644,-0.21590639650821686,0.9994296431541443,0.2679896950721741,0.35043880343437195,0.23378700017929077,0.9971979856491089,0.3117847144603729,0.5048837661743164,-0.30458423495292664,0.9915459156036377,0.3556392788887024,0.4855417311191559,0.3187517821788788,0.3983253538608551,0.26312902569770813,0.7699919939041138,-0.3325294554233551,0.9871945977210999,0.34165048599243164,0.6715748310089111,0.2587674558162689,0.5337592363357544,0.22486478090286255,0.7930667400360107,-0.3747958242893219,0.9792710542678833,0.31900739669799805,0.6639951467514038,0.2594066262245178,0.5013295412063599,0.21809080243110657,0.7787703275680542,-0.34816282987594604,0.9750128388404846,0.31521573662757874,0.6722695827484131,0.21493928134441376,0.4999462068080902,0.23064307868480682,0.7710729837417603,-0.31915000081062317,0.9650187492370605,0.32044166326522827,0.6812026500701904,0.23621177673339844,0.5142515897750854,0.545794665813446,0.38550159335136414,-0.11895453184843063,0.997296929359436,0.5456979274749756,0.4078879952430725,0.11895395815372467,0.9916905164718628,0.7488946318626404,0.5061326622962952,-0.05836375057697296,0.919029951095581,0.7348067760467529,0.5091339349746704,0.12891599535942078,0.28144073486328125,0.9373590350151062,0.5795481204986572,0.009219237603247166,0.8974155783653259,0.9099972248077393,0.5592476725578308,0.193008154630661,0.37722498178482056,0.9773975610733032,0.561469316482544,0.009821409359574318,0.8996783494949341,0.9462592005729675,0.5541620254516602,0.1948251873254776,0.539171576499939,0.9307840466499329,0.7395450472831726,-0.09677991271018982,0.8301489353179932,0.9067186713218689,0.7216606736183167,0.10439585149288177,0.5321649312973022
7,0.14485248923301697,0.5122430920600891,-0.0079909423366189,0.9995777606964111,0.128915935754776,0.484489768743515,-0.0388198047876358,0.999507486820221,0.1291734278202057,0.4785768985748291,-0.038923460990190506,0.9995156526565552,0.1296834796667099,0.47240573167800903,-0.03893280029296875,0.999624490737915,0.1280505359172821,0.4878912568092346,0.008564754389226437,0.9995316863059998,0.1276722550392151,0.4853416085243225,0.008576588705182076,0.9995051622390747,0.1276974231004715,0.4823167026042938,0.008503620512783527,0.9996747374534607,0.14245539903640747,0.4312528371810913,-0.11410295218229294,0.9992396235466003,0.14186938107013702,0.44147083163261414,0.07836143672466278,0.999535083770752,0.16704873740673065,0.5042969584465027,-0.031275924295186996,0.9993959069252014,0.16681596636772156,0.5084119439125061,0.031398508697748184,0.9989451766014099,0.236379936337471,0.38844025135040283,-0.210849791765213,0.9994680285453796,0.25837546586990356,0.40577584505081177,0.21214565634727478,0.9970030188560486,0.31123074889183044,0.5067929029464722,-0.3070439100265503,0.9918940663337708,0.3556297719478607,0.49322012066841125,0.3180173337459564,0.3778146505355835,0.26286348700523376,0.7661966681480408,-0.34636518359184265,0.9879032373428345,0.3374948501586914,0.6700182557106018,0.3015955090522766,0.5278792977333069,0.22476108372211456,0.7882019877433777,-0.3834053575992584,0.9802364706993103,0.31326478719711304,0.6565240621566772,0.3069290816783905,0.496142715215683,0.2180473655462265,0.7756603956222534,-0.35510480403900146,0.9762848019599915,0.3069251477718353,0.6665424704551697,0.2722880244255066,0.4939608573913574,0.2301969677209854,0.7690224051475525,-0.3320606052875519,0.9667733311653137,0.3137778341770172,0.6754896640777588,0.28480759263038635,0.5070146322250366,0.5388058423995972,0.416576087474823,-0.11616379767656326,0.9972941875457764,0.5367215871810913,0.44861340522766113,0.11618530750274658,0.9914675354957581,0.7472725510597229,0.5261569023132324,-0.048483189195394516,0.9198793768882751,0.7332893013954163,0.5373489856719971,0.1237659901380539,0.27830636501312256,0.937373697757721,0.5794466137886047,0.007595633622258902,0.8982727527618408,0.9090976119041443,0.5622594952583313,0.18482498824596405,0.372859388589859,0.9773488640785217,0.5580412149429321,0.007201656233519316,0.898718535900116,0.9466479420661926,0.5541573166847229,0.1847570240497589,0.5347924828529358,0.9332827925682068,0.735789954662323,-0.09907276183366776,0.8324401378631592,0.9071477651596069,0.7227614521980286,0.10076869279146194,0.5313963294029236
8,0.13978995382785797,0.5436877608299255,-0.009916229173541069,0.999531090259552,0.12433246523141861,0.5175568461418152,-0.04006495326757431,0.99945467710495,0.12443038076162338,0.5125408172607422,-0.04017645865678787,0.9994654655456543,0.12481112778186798,0.5068475604057312,-0.04020053520798683,0.9995808005332947,0.12401995807886124,0.518897294998169,0.005544984247535467,0.9994867444038391,0.12384239584207535,0.5154642462730408,0.005550109315663576,0.9994630217552185,0.12397871911525726,0.5114842057228088,0.005467433016747236,0.9996395111083984,0.13798004388809204,0.46679505705833435,-0.10828951001167297,0.9991828799247742,0.1375843584537506,0.4713732898235321,0.07514086365699768,0.9995065927505493,0.16067248582839966,0.5356832146644592,-0.030853906646370888,0.9993439316749573,0.16136237978935242,0.5385599136352539,0.028722014278173447,0.9988549947738647,0.22838620841503143,0.4335162043571472,-0.19886793196201324,0.9994972348213196,0.2500748038291931,0.4311562478542328,0.21063996851444244,0.9967808127403259,0.3120977580547333,0.5053694248199463,-0.3102293610572815,0.9920958876609802,0.35561877489089966,0.4913898706436157,0.33245769143104553,0.35285764932632446,0.25944647192955017,0.7630470991134644,-0.3907719850540161,0.9885189533233643,0.3331225514411926,0.6581036448478699,0.3521782457828522,0.51600581407547,0.22091762721538544,0.7862772941589355,-0.42732661962509155,0.9811572432518005,0.3126358687877655,0.6510313749313354,0.3620363771915436,0.4875333607196808,0.21516843140125275,0.7724092602729797,-0.3966493308544159,0.977502703666687,0.3070470988750458,0.6553717255592346,0.32920974493026733,0.48461082577705383,0.22607144713401794,0.7650397419929504,-0.375737726688385,0.9685037136077881,0.3136345446109772,0.6620078086853027,0.33767178654670715,0.49572694301605225,0.5318009257316589,0.4455592632293701,-0.1149560883641243,0.9972668290138245,0.5306028723716736,0.4650949239730835,0.11497239023447037,0.9911020398139954,0.7458193302154541,0.546318769454956,-0.042081523686647415,0.9170857667922974,0.7335298657417297,0.5457293391227722,0.11715363711118698,0.26636064052581787,0.9408752918243408,0.5827973484992981,0.006542016286402941,0.8948648571968079,0.9098457098007202,0.5675496459007263,0.17246092855930328,0.36046257615089417,0.9788856506347656,0.5580863952636719,0.005790820345282555,0.8972381353378296,0.947654128074646,0.5533187985420227,0.17110811173915863,0.5239700078964233,0.9342683553695679,0.7370514273643494,-0.09848174452781677,0.8303427696228027,0.9101380109786987,0.7245402336120605,0.08593254536390305,0.5214092135429382
9,0.13546819984912872,0.5721770524978638,-0.011272463947534561,0.9994361400604248,0.1206962987780571,0.54798823595047,-0.04192305728793144,0.9993493556976318,0.12063820660114288,0.5435109734535217,-0.04203164950013161,0.9993650317192078,0.12089936435222626,0.5382983684539795,-0.042045824229717255,0.999495804309845,0.12081733345985413,0.5476236343383789,0.0037600062787532806,0.9993930459022522,0.12072431296110153,0.5432158708572388,0.0037416841369122267,0.9993749260902405,0.12086338549852371,0.5379644632339478,0.0035876750480383635,0.9995728731155396,0.13406413793563843,0.5009558200836182,-0.11160635203123093,0.9990638494491577,0.1333482563495636,0.500061571598053,0.06657624989748001,0.9994471073150635,0.1559620350599289,0.5659817457199097,-0.03265070170164108,0.9992308020591736,0.15705125033855438,0.5674043297767639,0.02600318379700184,0.9986827373504639,0.22372427582740784,0.47689226269721985,-0.20129980146884918,0.9995098114013672,0.2469186931848526,0.4502926170825958,0.20177164673805237,0.996337354183197,0.31168314814567566,0.5059658885002136,-0.33376696705818176,0.9921823143959045,0.3676133453845978,0.4977577030658722,0.3368587791919708,0.3229433000087738,0.25865569710731506,0.7632744312286377,-0.43132641911506653,0.9888203740119934,0.33196601271629333,0.6335025429725647,0.38610947132110596,0.4853532016277313,0.21993248164653778,0.7881877422332764,-0.47044849395751953,0.9816538095474243,0.3126949071884155,0.6289306879043579,0.4000455141067505,0.4636819660663605,0.21394209563732147,0.7726284265518188,-0.43282777070999146,0.9782451391220093,0.3073335289955139,0.6339042782783508,0.36662521958351135,0.46015653014183044,0.22417153418064117,0.7651343941688538,-0.4143195152282715,0.9696458578109741,0.313804566860199,0.6397895216941833,0.3729200065135956,0.46957114338874817,0.5297939777374268,0.4854412078857422,-0.11435667425394058,0.9972768425941467,0.5280161499977112,0.47828295826911926,0.1143750250339508,0.990807831287384,0.7434656620025635,0.5703875422477722,-0.03337289020419121,0.9184883832931519,0.7330888509750366,0.5558074712753296,0.12142341583967209,0.258973628282547,0.9404863119125366,0.5850722789764404,0.025133399292826653,0.8955790400505066,0.9101352095603943,0.5706480145454407,0.18219280242919922,0.3542015552520752,0.9775707125663757,0.5566710829734802,0.027088172733783722,0.8997055292129517,0.9484546780586243,0.551505446434021,0.18143345415592194,0.5170844793319702,0.9345318078994751,0.7387531995773315,-0.05799964815378189,0.8324567675590515,0.9159824252128601,0.7250921726226807,0.10120593756437302,0.5157612562179565
